id,source,target,location,social_distance,text_distance,time_distance,created_at,updated_at
340,    10152532133457028?  ,    10204070474264400   ,,,0.0632809438659623,108600.0,2014-07-29 01:22:57 UTC,2014-07-30 21:13:51 UTC
343,    10152532133457028?  ,    10154161006850400   ,,,0.140244043594266,94740.0,2014-07-29 01:22:58 UTC,2014-07-30 21:13:51 UTC
344,    10152532133457028?  ,    10152481202984800   ,,,0.178727052456184,112260.0,2014-07-29 01:22:59 UTC,2014-07-30 21:13:51 UTC
346,    10152532133457028?  ,    10152194488117800   ,,,0.231266542134413,99360.0,2014-07-29 01:23:00 UTC,2014-07-30 21:13:51 UTC
349,    10152532133457028?  ,    10203299566062600   ,,,0.0782329411138514,87660.0,2014-07-29 01:23:02 UTC,2014-07-30 21:13:52 UTC
350,    10152532133457028?  ,    10154158904980400   ,,,0.130589929852301,137100.0,2014-07-29 01:23:02 UTC,2014-07-30 21:13:52 UTC
351,    10152532133457028?  ,    10203549599554800   ,,,0.170187510496456,88020.0,2014-07-29 01:23:03 UTC,2014-07-30 21:13:52 UTC
353,    10152532133457028?  ,    10154227414975000   ,,,0.0789102043235993,107760.0,2014-07-29 01:23:04 UTC,2014-07-30 21:13:52 UTC
361,    10152532133457028?  ,    10154215500725000   ,,,0.0923140553776206,98160.0,2014-07-29 01:23:08 UTC,2014-07-30 21:13:52 UTC
369,    10152532133457028?  ,    10152481467059800   ,,,0.139480382327272,104400.0,2014-07-29 01:23:12 UTC,2014-07-30 21:13:52 UTC
425,    10203771450665200   ,    10154237556155100   ,,,0.0956754549057275,0.0,2014-07-29 01:23:54 UTC,2014-07-30 21:13:54 UTC
426,    10203771450665200   ,    10152168324927900   ,,,0.187968744745779,64800.0,2014-07-29 01:23:55 UTC,2014-07-30 21:13:54 UTC
430,    10203771450665200   ,    10203795790833000   ,,,0.187968744745779,66480.0,2014-07-29 01:23:57 UTC,2014-07-30 21:13:55 UTC
437,    10203771450665200   ,    10204070474264400   ,,,0.197281348740854,64200.0,2014-07-29 01:24:01 UTC,2014-07-30 21:13:55 UTC
440,    10203771450665200   ,    10154161006850400   ,,,0.147495840558044,78060.0,2014-07-29 01:24:02 UTC,2014-07-30 21:13:55 UTC
441,    10203771450665200   ,    10152481202984800   ,,,0.187968744745779,60540.0,2014-07-29 01:24:03 UTC,2014-07-30 21:13:55 UTC
446,    10203771450665200   ,    10203299566062600   ,,,0.469192394379792,85140.0,2014-07-29 01:24:08 UTC,2014-07-30 21:13:56 UTC
448,    10203771450665200   ,    10203549599554800   ,,,0.0735730715739103,84780.0,2014-07-29 01:24:09 UTC,2014-07-30 21:13:56 UTC
450,    10203771450665200   ,    10154227414975000   ,,,0.0829905257793933,65040.0,2014-07-29 01:24:11 UTC,2014-07-30 21:13:56 UTC
455,    10203771450665200   ,    10152564673903500   ,,,0.720984431704269,83880.0,2014-07-29 01:24:13 UTC,2014-07-30 21:13:56 UTC
459,    10203771450665200   ,    10152471171597400   ,,,0.287421107286108,80700.0,2014-07-29 01:24:16 UTC,2014-07-30 21:13:56 UTC
466,    10203771450665200   ,    10152481467059800   ,,,0.146692691578664,68400.0,2014-07-29 01:24:19 UTC,2014-07-30 21:13:57 UTC
