96,1694077711,470564204194177025,0,0,0,2014-05-25 13:57:03 UTC, #GusttosoTeama Israeli, Palestinian Leaders Accept Vatican Invite: Pope plunges into ... http://t.co/yGHzb7iVzR #GusttosoTeama 
98,1438028330,470564172464283648,0,0,0,2014-05-25 13:56:56 UTC,#Olle_Jeffry Israeli, Palestinian Leaders Accept Vatican Invite: Pope plunges into Mideast politics: Israeli-Palestinian presidents a...
99,331957623,470564171839307776,0,0,0,2014-05-25 13:56:55 UTC,#AnDy_x9 Israeli, Palestinian Leaders Accept Vatican Invite: Pope plunges into Mideast politics: Isra... http://t.co/hQQXnaBPVp #AnDy_x9
100,1606961016,470564163383607296,0,0,0,2014-05-25 13:56:53 UTC,#AnDy_x9 Israeli, Palestinian Leaders Accept Vatican Invite: Pope plunges into Mideast politics: Isra... http://t.co/HWIbLDqd7Q #AnDy_x9
101,1252781804,470564155276029952,0,0,0,2014-05-25 13:56:51 UTC,#AnDy_x9 Israeli, Palestinian Leaders Accept Vatican Invite: Pope plunges into Mideast politics: Isra... http://t.co/wQnbfVyBA1 #AnDy_x9
102,16233017,470564150846840833,0,0,0,2014-05-25 13:56:50 UTC,Israeli, Palestinian Leaders Accept Pope's Surprise Invitation http://t.co/ULrGGpMWmr
103,1656286050,470564145255813120,0,0,0,2014-05-25 13:56:49 UTC,#DmEdiison_21 Israeli, Palestinian Leaders Accept Vatican Invite: Pope plunges into Mideast poli... http://t.co/ReKkKAnV4l @DmEdiison_21
104,67865741,470564140776714240,3,0,0,2014-05-25 13:56:48 UTC,#Israeli and #Palestinian presidents invited to #Vatican to 'pray for peace' #PopeInPalestine http://t.co/EevtVVStHk
105,1252781804,470564137148239872,0,0,0,2014-05-25 13:56:47 UTC,#DmEdiison_21 Israeli, Palestinian Leaders Accept Vatican Invite: Pope plunges into Mideast poli... http://t.co/wQnbfVyBA1 @DmEdiison_21
106,1081559072,470564128658964480,0,0,0,2014-05-25 13:56:45 UTC,(#TeambrianMundial) Israeli, Palestinian Leaders Accept Vatican Invite: Pope plunges into ... http://t.co/VMb4Q9aOfI (#TeambrianMundial)
7,2471487644,470565012235223040,264,0,37,2014-05-25 14:00:16 UTC,Breaking News: Israeli and Palestinian Leaders to Meet With Pope at Vatican\nhttp://t.co/7fX8V4ElBx
79,457612498,470564259118587904,131,0,2,2014-05-25 13:57:16 UTC,Pope Francis invites Palestinian and Israeli presidents to come to the Vatican to pray for peace - @Reuters http://t.co/Pyoz5ctAnf
85,2411134039,470564241183735809,96,0,4,2014-05-25 13:57:12 UTC,Pope invites Israeli. Palestinian presidents to Vatican, says talks stalemate "unacceptable" \nhttp://t.co/GypxeoDbzp http://t.co/1hp3s36Qh9
107,1506001225,470564120077410304,0,0,0,2014-05-25 13:56:43 UTC,(#TeambrianMundial) Israeli, Palestinian Leaders Accept Vatican Invite: Pope plunges into ... http://t.co/DquLRVCLZe (#TeambrianMundial)
108,1081559072,470564111659442176,0,0,0,2014-05-25 13:56:41 UTC,(#TeambrianMundial) Israeli, Palestinian Leaders Accept Vatican Invite: Pope plunges into ... http://t.co/bnAHocm7EW (#TeambrianMundial)
109,430391794,470564011822419969,0,0,0,2014-05-25 13:56:17 UTC,Israeli, Palestinian Leaders Accept Vatican Invite: Pope plunges into Mideast politics: Israeli-Palestinian pr... http://t.co/PuotMMuFER
110,298502580,470563993548238848,0,0,0,2014-05-25 13:56:13 UTC,I dont know how this is suppose to help ?? Pope Francis invites Israeli, Palestinian leaders to Vatican peace talks http://t.co/nBhl7a57iN
111,13368342,470563993439203328,0,0,0,2014-05-25 13:56:13 UTC,this trip!! pope visits West Bank for 1st time. gets Israeli, Palestinian leaders to agree to visit Vatican http://t.co/Sm41ge0gk7
112,13818352,470563989378715648,0,0,0,2014-05-25 13:56:12 UTC,Israeli and Palestinian Leaders to Meet With Pope at Vatican, via @nytimes http://t.co/s58R1XnLtu
113,326800717,470563979585421312,0,0,0,2014-05-25 13:56:10 UTC,Israeli, Palestinian leaders accept Vatican invite http://t.co/DsjD79NzNW (from @AP)
114,1938037314,470563977638862848,0,0,0,2014-05-25 13:56:09 UTC,#DIIME_LOCO Israeli, Palestinian Leaders Accept Vatican Invite: Pope plunges into Mideast politics: Israeli-Pa... http://t.co/r4luvUpyeB
115,953990065,470563969376071680,0,0,0,2014-05-25 13:56:07 UTC,#DIIME_LOCO Israeli, Palestinian Leaders Accept Vatican Invite: Pope plunges into Mideast politics: Israeli-Pa... http://t.co/qGsc2B8B7t
116,597580254,470563961008447488,0,0,0,2014-05-25 13:56:05 UTC,(#IGUELESY) Israeli, Palestinian Leaders Accept Vatican Invite: Pope plunges into... http://t.co/30dockEcoG (#IGUELESY)
117,2267187721,470563943283314688,0,0,0,2014-05-25 13:56:01 UTC,Israeli, Palestinian Leaders Accept Vatican Invite: Pope plunges into Mideast politics: Israeli-Palestinian pr... http://t.co/FKf4rrTvqM
118,2237343324,470563925080043521,0,0,0,2014-05-25 13:55:57 UTC,Israeli, Palestinian Leaders Accept Vatican Invite: Pope plunges into Mideast politics: Israeli-Palestinian pr... http://t.co/o99xGKh0sS
119,168720269,470563907934126080,0,0,0,2014-05-25 13:55:52 UTC,Pope Francis invites Palestinian and Israeli presidents to come to the Vatican to pray for peace - @Reuters http://t.co/4UeFBbvmd9
120,406738723,470563899331211264,0,0,0,2014-05-25 13:55:50 UTC,Israeli, Palestinian Leaders Accept Vatican Invite: Pope plunges into Mideast politics: Israeli-Palestinian pr... http://t.co/1HL6WR13Pq
121,37090433,470563891802820608,6,0,4,2014-05-25 13:55:49 UTC,Peace Offering: Israeli, Palestinian Leaders Accept Pope's Invite http://t.co/yh0S1BrWny
122,2455417884,470563888736395265,0,0,0,2014-05-25 13:55:48 UTC,#Queens #NY #DayCare Israeli, Palestinian leaders accept Popes invite: JERUSALEM  Pop... http://t.co/Eiid1sRty8 http://t.co/4jTJTEvYxK
123,2455417884,470563884839870464,0,0,0,2014-05-25 13:55:47 UTC,#queens #ozonepark Israeli, Palestinian leaders accept Popes invite: JERUSALEM  Pope Fr... http://t.co/Eiid1sRty8 #School #HowardBeach
124,1608781524,470563879425024001,0,0,0,2014-05-25 13:55:46 UTC,#news Israeli, Palestinian leaders accept Popes invite http://t.co/9vxri0NXFW #newyork
125,2279678299,470563877734711296,0,0,0,2014-05-25 13:55:45 UTC,Israeli, Palestinian leaders accept Popes invite http://t.co/BndwSIqQpZ #NewYork
126,154588808,470563874073088001,0,0,0,2014-05-25 13:55:44 UTC,Israeli, Palestinian Leaders Accept Vatican Invite: Pope plunges into Mideast politics: Israeli-Palestinian pr... http://t.co/C0yFE69Mq2
127,235073433,470563860835876865,0,0,0,2014-05-25 13:55:41 UTC,Israeli, Palestinian Leaders Accept Vatican Invite http://t.co/uFxjSDKS7i
129,116155386,470563821866606594,0,0,0,2014-05-25 13:55:32 UTC,#News: Israeli, Palestinian Leaders Accept Vatican Invite: Pope plunges into Mideast politics: Israeli-Pal... http://t.co/cvmR7otqxY #TU
130,203259471,470563820126339072,2,0,0,2014-05-25 13:55:32 UTC,Israeli and Palestinian Leaders to Meet With Pope at Vatican, via @nytimes http://t.co/s0yRYVd1wY
131,250693957,470563783186710528,0,0,0,2014-05-25 13:55:23 UTC,Israeli, Palestinian Leaders Accept Vatican Invite: Pope plunges into Mideast politics: Israeli-Palestinian pr... http://t.co/iw0S0otrkE
133,411039931,470563774278037504,0,0,0,2014-05-25 13:55:21 UTC,News Israeli, Palestinian Leaders Accept Vatican Invite http://t.co/qYjzbdwEzf
134,584508110,470563766896041984,0,1,0,2014-05-25 13:55:19 UTC,Israeli, Palestinian Leaders Accept Vatican Invite: Pope plunges into Mideast politics: Israeli-Palestinian pr... http://t.co/IUiDK2ZUCp
135,15786332,470563762693369856,0,0,0,2014-05-25 13:55:18 UTC,Israeli and Palestinian Leaders to Meet With Pope at Vatican - http://t.co/X23qIWqgpV http://t.co/C9BNJopltx
137,2493909948,470563720738144256,0,0,0,2014-05-25 13:55:08 UTC,#News: Israeli, Palestinian leaders accept Vatican invite - http://t.co/WTMNQZijRA http://t.co/kfs8j6iidD
138,407250746,470563605146918912,0,0,0,2014-05-25 13:54:40 UTC,The Failed Israeli-Palestinian Negotiations, and What Lies Ahead http://t.co/JR9qOBGCL8 via @INSSIsrael
140,2209261676,470563553972588544,0,0,0,2014-05-25 13:54:28 UTC,Israeli and Palestinian Leaders to Meet With Pope at Vatican\nhttp://t.co/WYq9EJO6KQ http://t.co/aThkPRLYKW
136,168720269,470563749716168704,1,0,1,2014-05-25 13:55:15 UTC,Israeli, Palestinian presidents confirm they will meet Pope Francis at the Vatican next month - @AP http://t.co/8B2Lct925e
132,38182445,470563775310229504,3,0,2,2014-05-25 13:55:21 UTC,Pope Francis calls Israeli-Palestinian stalemate unacceptable | World | The Guardian - http://t.co/zI355r5o9M
128,2282872903,470563827768393730,100,0,2,2014-05-25 13:55:33 UTC,MORE: At the end of a mass, Francis invited the Israeli and Palestinian leaders to the Vatican to pray for peace: http://t.co/4KeT3SvmI1
139,2318164022,470563597546823680,16,0,2,2014-05-25 13:54:38 UTC,Pope, in Bethlehem, invites Palestinian and Israeli presidents to come to his home in the Vatican to pray with him for the gift of peace
86,465083854,470564239078588416,34,9,9,2014-05-25 13:57:11 UTC,Pope makes symbolic, unscheduled stop in Bethlehem, and invites Israeli and Palestinian leaders to the Vatican l http://t.co/DRqpl9VlpB
141,1876924561,470563523781992449,1,0,1,2014-05-25 13:54:21 UTC,Is there still a chance for peace with the Palestinians?\nWatch this Exclusive Interview with Tony Blair on... http://t.co/cRch47mjCo
