@Newsmax_Media,1
@newsguy2005,2
@sharethis,2
@RichardGEarl,1
@BBCWorld,1
@YahooNews,3
@BeboMundial,2
@Pontifex,4
@NBCNews,1
@FoxNews,2
@Reuters,5
@TeamLOA,1
@dimkay_,1
@cnalive,1
@toohsuite,1
@nytimes,8
@AP,5
@INSSIsrael,1
@americamag,2
@willyfelipe1,1
@blader809,1
@RossR5,1
@romereports,1
@townhallcom,1
@guardian,1
@officialR5,1
@georgegalloway,2
@Btselem,2
d1castrob,1
